mag,place,time,updated,tz,url,detail,felt,cdi,mmi,alert,status,tsunami,sig,net,code,ids,sources,types,nst,dmin,rms,gap,magType,type,title
1.33,"22km SE of Bodfish, CA",1651648703530,1651676818120,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40251760,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40251760&format=geojson,,,,,reviewed,0,27,ci,40251760,",ci40251760,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",36.0,0.1567,0.12,62.0,ml,earthquake,"M 1.3 - 22km SE of Bodfish, CA"
0.67,"159 km W of Adak, Alaska",1651648565880,1651703416520,,https://earthquake.usgs.gov/earthquakes/eventpage/av91550436,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91550436&format=geojson,,,,,reviewed,0,7,av,91550436,",av91550436,",",av,",",origin,phase-data,",5.0,,0.02,324.0,ml,earthquake,"M 0.7 - 159 km W of Adak, Alaska"
1.5,"2 km N of Walker, California",1651648563945,1651687515122,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00838287,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00838287&format=geojson,,,,,reviewed,0,35,nn,00838287,",nn00838287,",",nn,",",origin,phase-data,",23.0,0.047,0.1555,73.14,ml,earthquake,"M 1.5 - 2 km N of Walker, California"
0.84,"19 km E of Honaunau-Napoopoo, Hawaii",1651648079140,1651648674050,,https://earthquake.usgs.gov/earthquakes/eventpage/hv73002492,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv73002492&format=geojson,,,,,reviewed,0,11,hv,73002492,",hv73002492,",",hv,",",origin,phase-data,",14.0,,0.1,156.0,md,earthquake,"M 0.8 - 19 km E of Honaunau-Napoopoo, Hawaii"
0.68,"159 km W of Adak, Alaska",1651647969850,1651703281050,,https://earthquake.usgs.gov/earthquakes/eventpage/av91550431,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91550431&format=geojson,,,,,reviewed,0,7,av,91550431,",av91550431,",",av,",",origin,phase-data,",4.0,,0.09,324.0,ml,earthquake,"M 0.7 - 159 km W of Adak, Alaska"
1.1,"64 km E of Port Alsworth, Alaska",1651647735426,1651647870483,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0225p6tj9a,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0225p6tj9a&format=geojson,,,,,automatic,0,19,ak,0225p6tj9a,",ak0225p6tj9a,",",ak,",",origin,phase-data,",,,0.33,,ml,earthquake,"M 1.1 - 64 km E of Port Alsworth, Alaska"
0.54,"30 km SW of Unalaska, Alaska",1651647449380,1651703195740,,https://earthquake.usgs.gov/earthquakes/eventpage/av91057298,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91057298&format=geojson,,,,,reviewed,0,4,av,91057298,",av91057298,",",av,",",origin,phase-data,",6.0,,0.08,304.0,ml,earthquake,"M 0.5 - 30 km SW of Unalaska, Alaska"
-0.71,"3 km ESE of Condon, Montana",1651647393730,1651675956460,,https://earthquake.usgs.gov/earthquakes/eventpage/mb80544924,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=mb80544924&format=geojson,,,,,reviewed,0,0,mb,80544924,",mb80544924,",",mb,",",origin,phase-data,",8.0,0.229,0.05,187.0,md,earthquake,"M -0.7 - 3 km ESE of Condon, Montana"
4.8,"65 km WNW of La Ligua, Chile",1651647252978,1651714755991,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000h6ya,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000h6ya&format=geojson,8.0,4.5,,,reviewed,0,358,us,7000h6ya,",us7000h6ya,",",us,",",dyfi,origin,phase-data,",,0.784,0.8,70.0,mwr,earthquake,"M 4.8 - 65 km WNW of La Ligua, Chile"
2.06999993,"21 km SE of P?hala, Hawaii",1651647084070,1651647269830,,https://earthquake.usgs.gov/earthquakes/eventpage/hv73002482,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv73002482&format=geojson,,,,,automatic,0,66,hv,73002482,",hv73002482,",",hv,",",origin,phase-data,",31.0,,0.159999996,215.0,md,earthquake,"M 2.1 - 21 km SE of P?hala, Hawaii"
1.37,"15km WNW of Progreso, B.C., MX",1651647050500,1651676399885,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40251752,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40251752&format=geojson,,,,,reviewed,0,29,ci,40251752,",ci40251752,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",21.0,0.005692,0.22,130.0,ml,earthquake,"M 1.4 - 15km WNW of Progreso, B.C., MX"
1.5,"18 km ENE of Denali Park, Alaska",1651646910515,1651647122808,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0225p6hzl7,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0225p6hzl7&format=geojson,,,,,automatic,0,35,ak,0225p6hzl7,",ak0225p6hzl7,",",ak,",",origin,phase-data,",,,0.39,,ml,earthquake,"M 1.5 - 18 km ENE of Denali Park, Alaska"
1.22,"19 km E of Honaunau-Napoopoo, Hawaii",1651646885990,1651647420520,,https://earthquake.usgs.gov/earthquakes/eventpage/hv73002477,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv73002477&format=geojson,,,,,reviewed,0,23,hv,73002477,",hv73002477,",",hv,",",origin,phase-data,",12.0,,0.07,160.0,md,earthquake,"M 1.2 - 19 km E of Honaunau-Napoopoo, Hawaii"
2.02,"5km WNW of San Juan Bautista, CA",1651646690870,1652218816453,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73729156,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73729156&format=geojson,1.0,2.2,,,reviewed,0,63,nc,73729156,",nc73729156,",",nc,",",dyfi,focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",64.0,0.003278,0.12,29.0,md,earthquake,"M 2.0 - 5km WNW of San Juan Bautista, CA"
2.27999997,"18 km SE of P?hala, Hawaii",1651646572530,1651646766790,,https://earthquake.usgs.gov/earthquakes/eventpage/hv73002472,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv73002472&format=geojson,,,,,automatic,0,80,hv,73002472,",hv73002472,",",hv,",",origin,phase-data,",40.0,,0.129999995,230.0,md,earthquake,"M 2.3 - 18 km SE of P?hala, Hawaii"
1.7,Nevada,1651646554329,1651685829146,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00838284,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00838284&format=geojson,,,,,reviewed,0,44,nn,00838284,",nn00838284,",",nn,",",origin,phase-data,",18.0,0.049,0.1074,107.21,ml,earthquake,M 1.7 - Nevada
0.51,"3 km NNE of Magna, Utah",1651645994680,1651672327400,,https://earthquake.usgs.gov/earthquakes/eventpage/uu60495542,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60495542&format=geojson,,,,,reviewed,0,4,uu,60495542,",uu60495542,",",uu,",",origin,phase-data,",12.0,0.03609,0.1,100.0,md,earthquake,"M 0.5 - 3 km NNE of Magna, Utah"
0.36,"8km NW of The Geysers, CA",1651645888330,1651648335595,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73729151,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73729151&format=geojson,,,,,automatic,0,2,nc,73729151,",nc73729151,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",10.0,0.0113,0.02,68.0,md,earthquake,"M 0.4 - 8km NW of The Geysers, CA"
0.93,"8km NW of The Geysers, CA",1651645685280,1651647673528,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73729146,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73729146&format=geojson,1.0,0.0,,,automatic,0,13,nc,73729146,",nc73729146,",",nc,",",dyfi,nearby-cities,origin,phase-data,scitech-link,",25.0,0.009597,0.02,51.0,md,earthquake,"M 0.9 - 8km NW of The Geysers, CA"
0.83,"8km W of Cobb, CA",1651645630750,1651647015453,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73729141,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73729141&format=geojson,,,,,automatic,0,11,nc,73729141,",nc73729141,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",20.0,0.01171,0.02,58.0,md,earthquake,"M 0.8 - 8km W of Cobb, CA"
5.1,"112 km SSW of Panguna, Papua New Guinea",1651645199731,1651646146040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000h6y4,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000h6y4&format=geojson,,,,,reviewed,0,400,us,7000h6y4,",us7000h6y4,",",us,",",origin,phase-data,",,4.306,1.19,59.0,mb,earthquake,"M 5.1 - 112 km SSW of Panguna, Papua New Guinea"
1.61,"29 km ENE of Honaunau-Napoopoo, Hawaii",1651644922240,1651647692580,,https://earthquake.usgs.gov/earthquakes/eventpage/hv73002452,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv73002452&format=geojson,,,,,reviewed,0,40,hv,73002452,",hv73002452,",",hv,",",origin,phase-data,",14.0,,0.1,204.0,md,earthquake,"M 1.6 - 29 km ENE of Honaunau-Napoopoo, Hawaii"
0.06,"14km W of Toms Place, CA",1651644378410,1651654155156,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73729136,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73729136&format=geojson,,,,,reviewed,0,0,nc,73729136,",nc73729136,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",9.0,0.02111,0.04,302.0,md,earthquake,"M 0.1 - 14km W of Toms Place, CA"
1.8,"26 km E of Denali National Park, Alaska",1651644127312,1651644260306,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0225p682vd,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0225p682vd&format=geojson,,,,,automatic,0,50,ak,0225p682vd,",ak0225p682vd,",",ak,",",origin,phase-data,",,,0.82,,ml,earthquake,"M 1.8 - 26 km E of Denali National Park, Alaska"
1.53,"10 km E of P?hala, Hawaii",1651643998710,1651648218710,,https://earthquake.usgs.gov/earthquakes/eventpage/hv73002442,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv73002442&format=geojson,,,,,reviewed,0,36,hv,73002442,",hv73002442,",",hv,",",origin,phase-data,",16.0,,0.09,211.0,md,earthquake,"M 1.5 - 10 km E of P?hala, Hawaii"
0.7,"10 km S of Ester, Alaska",1651642867708,1651643084368,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0225p5v07m,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0225p5v07m&format=geojson,,,,,automatic,0,8,ak,0225p5v07m,",ak0225p5v07m,",",ak,",",origin,phase-data,",,,0.27,,ml,earthquake,"M 0.7 - 10 km S of Ester, Alaska"
2.21,"29km E of Barstow, CA",1651642706230,1651669214470,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40251736,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40251736&format=geojson,1.0,2.0,,,reviewed,0,75,ci,40251736,",ci40251736,",",ci,",",dyfi,focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",22.0,0.1439,0.12,43.0,ml,earthquake,"M 2.2 - 29km E of Barstow, CA"
1.75999999,"0 km SE of P?hala, Hawaii",1651642544080,1651642735000,,https://earthquake.usgs.gov/earthquakes/eventpage/hv73002427,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv73002427&format=geojson,,,,,automatic,0,48,hv,73002427,",hv73002427,",",hv,",",origin,phase-data,",31.0,,0.129999995,215.0,md,earthquake,"M 1.8 - 0 km SE of P?hala, Hawaii"
1.24,"3 km SSW of Cherokee, Oklahoma",1651642484439,1651756232083,,https://earthquake.usgs.gov/earthquakes/eventpage/ok2022irdx,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ok2022irdx&format=geojson,,,,,reviewed,0,24,ok,2022irdx,",ok2022irdx,",",ok,",",origin,phase-data,",38.0,0.2384532073,0.3,136.0,ml,earthquake,"M 1.2 - 3 km SSW of Cherokee, Oklahoma"
2.24,"2 km WNW of Guayanilla, Puerto Rico",1651642026080,1651644016560,,https://earthquake.usgs.gov/earthquakes/eventpage/pr71347353,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr71347353&format=geojson,,,,,reviewed,0,77,pr,71347353,",pr71347353,",",pr,",",origin,phase-data,",5.0,,0.07,155.0,md,earthquake,"M 2.2 - 2 km WNW of Guayanilla, Puerto Rico"
5.1,Pacific-Antarctic Ridge,1651641781851,1651643017040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000h6xw,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000h6xw&format=geojson,,,,,reviewed,0,400,us,7000h6xw,",us7000h6xw,",",us,",",origin,phase-data,",,17.627,1.04,135.0,mb,earthquake,M 5.1 - Pacific-Antarctic Ridge
1.6,"37 km W of Nanwalek, Alaska",1651641617839,1651641732021,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0225p5qiyf,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0225p5qiyf&format=geojson,,,,,automatic,0,39,ak,0225p5qiyf,",ak0225p5qiyf,",",ak,",",origin,phase-data,",,,0.91,,ml,earthquake,"M 1.6 - 37 km W of Nanwalek, Alaska"
1.58,"2km SW of Cobb, CA",1651641350120,1652231177671,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73729121,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73729121&format=geojson,1.0,0.0,,,reviewed,0,38,nc,73729121,",nc73729121,",",nc,",",dyfi,focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",46.0,0.01189,0.04,50.0,md,earthquake,"M 1.6 - 2km SW of Cobb, CA"
1.22,"18km SSW of Searles Valley, CA",1651641141430,1651669218010,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40251728,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40251728&format=geojson,,,,,reviewed,0,23,ci,40251728,",ci40251728,",",ci,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",14.0,0.02759,0.16,112.0,ml,earthquake,"M 1.2 - 18km SSW of Searles Valley, CA"
0.84,"159 km W of Adak, Alaska",1651641041190,1651700708560,,https://earthquake.usgs.gov/earthquakes/eventpage/av91057283,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91057283&format=geojson,,,,,reviewed,0,11,av,91057283,",av91057283,",",av,",",origin,phase-data,",4.0,,0.06,323.0,ml,earthquake,"M 0.8 - 159 km W of Adak, Alaska"
1.49,"159 km W of Adak, Alaska",1651640857320,1651701094020,,https://earthquake.usgs.gov/earthquakes/eventpage/av91550381,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91550381&format=geojson,,,,,reviewed,0,34,av,91550381,",av91550381,",",av,",",origin,phase-data,",7.0,,0.15,270.0,ml,earthquake,"M 1.5 - 159 km W of Adak, Alaska"
0.81,"8km SSW of Cabazon, CA",1651640212180,1651676082851,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40251720,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40251720&format=geojson,,,,,reviewed,0,10,ci,40251720,",ci40251720,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",42.0,0.02801,0.13,47.0,ml,earthquake,"M 0.8 - 8km SSW of Cabazon, CA"
0.74,"159 km W of Adak, Alaska",1651640013010,1651699949960,,https://earthquake.usgs.gov/earthquakes/eventpage/av91550376,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91550376&format=geojson,,,,,reviewed,0,8,av,91550376,",av91550376,",",av,",",origin,phase-data,",5.0,,0.03,324.0,ml,earthquake,"M 0.7 - 159 km W of Adak, Alaska"
4.4,"4 km NNW of Diriamba, Nicaragua",1651639921026,1652320882040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000h6xp,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000h6xp&format=geojson,,,,,reviewed,0,298,us,7000h6xp,",us7000h6xp,",",us,",",origin,phase-data,",,0.249,0.51,134.0,mb,earthquake,"M 4.4 - 4 km NNW of Diriamba, Nicaragua"
3.81,"43 km NNW of San Antonio, Puerto Rico",1651639883340,1652018077328,,https://earthquake.usgs.gov/earthquakes/eventpage/pr2022124000,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr2022124000&format=geojson,2.0,2.7,,,reviewed,0,224,pr,2022124000,",pr2022124000,us7000h6xl,",",pr,us,",",dyfi,origin,phase-data,",29.0,0.4154,0.43,205.0,md,earthquake,"M 3.8 - 43 km NNW of San Antonio, Puerto Rico"
1.72,"9 km SE of El Reno, Oklahoma",1651639292759,1651755166905,,https://earthquake.usgs.gov/earthquakes/eventpage/ok2022irce,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ok2022irce&format=geojson,,,,,reviewed,0,46,ok,2022irce,",ok2022irce,",",ok,",",origin,phase-data,",95.0,0.06658693337,0.34,23.0,ml,earthquake,"M 1.7 - 9 km SE of El Reno, Oklahoma"
0.81,"160 km W of Adak, Alaska",1651639210060,1651700071560,,https://earthquake.usgs.gov/earthquakes/eventpage/av91057268,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91057268&format=geojson,,,,,reviewed,0,10,av,91057268,",av91057268,",",av,",",origin,phase-data,",6.0,,0.19,271.0,ml,earthquake,"M 0.8 - 160 km W of Adak, Alaska"
1.48,"15km WSW of Chester, CA",1651638856890,1651662435078,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73729116,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73729116&format=geojson,,,,,reviewed,0,34,nc,73729116,",nc73729116,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",11.0,0.1595,0.04,117.0,md,earthquake,"M 1.5 - 15km WSW of Chester, CA"
-0.1,"5 km S of Floriston, California",1651638128599,1651706288948,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00838353,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00838353&format=geojson,,,,,reviewed,0,0,nn,00838353,",nn00838353,",",nn,",",origin,phase-data,",5.0,0.055,0.0726,105.79,ml,earthquake,"M -0.1 - 5 km S of Floriston, California"
2.49,"7km SSW of Markleeville, CA",1651638030210,1651706293040,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73729111,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73729111&format=geojson,5.0,2.5,,,reviewed,0,97,nc,73729111,",nc73729111,nn00838280,us7000h6xi,",",nc,nn,us,",",dyfi,focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",41.0,0.04732,0.17,47.0,md,earthquake,"M 2.5 - 7km SSW of Markleeville, CA"
1.52,"6 km S of La Parguera, Puerto Rico",1651637228710,1651638253010,,https://earthquake.usgs.gov/earthquakes/eventpage/pr71347328,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr71347328&format=geojson,,,,,reviewed,0,36,pr,71347328,",pr71347328,",",pr,",",origin,phase-data,",3.0,,0.02,256.0,md,earthquake,"M 1.5 - 6 km S of La Parguera, Puerto Rico"
4.7,"4 km NNE of Hirara, Japan",1651636439006,1652320737040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000h6xa,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000h6xa&format=geojson,,,,,reviewed,0,340,us,7000h6xa,",us7000h6xa,",",us,",",origin,phase-data,",,2.129,0.43,111.0,mb,earthquake,"M 4.7 - 4 km NNE of Hirara, Japan"
4.5,"Volcano Islands, Japan region",1651636122138,1652319439040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000h8lx,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000h8lx&format=geojson,,,,,reviewed,0,312,us,7000h8lx,",us7000h8lx,",",us,",",origin,phase-data,",,5.03,0.71,119.0,mb,earthquake,"M 4.5 - Volcano Islands, Japan region"
5.0,"69 km WNW of La Ligua, Chile",1651635958581,1652318832809,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000h6x9,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000h6x9&format=geojson,11.0,3.8,,,reviewed,0,389,us,7000h6x9,",us7000h6x9,",",us,",",dyfi,moment-tensor,origin,phase-data,",,0.814,0.43,34.0,mww,earthquake,"M 5.0 - 69 km WNW of La Ligua, Chile"
4.3,"194 km ESE of Isangel, Vanuatu",1651635283480,1652318166040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000h8lw,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000h8lw&format=geojson,,,,,reviewed,0,284,us,7000h8lw,",us7000h8lw,",",us,",",origin,phase-data,",,4.341,0.42,174.0,mb,earthquake,"M 4.3 - 194 km ESE of Isangel, Vanuatu"
0.7,"160 km W of Adak, Alaska",1651635145670,1651698858100,,https://earthquake.usgs.gov/earthquakes/eventpage/av91550336,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91550336&format=geojson,,,,,reviewed,0,8,av,91550336,",av91550336,",",av,",",origin,phase-data,",4.0,,0.09,326.0,ml,earthquake,"M 0.7 - 160 km W of Adak, Alaska"
0.05,"4km W of Cobb, CA",1651634400780,1651658053633,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73729106,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73729106&format=geojson,,,,,reviewed,0,0,nc,73729106,",nc73729106,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",14.0,0.009618,0.01,89.0,md,earthquake,"M 0.1 - 4km W of Cobb, CA"
-0.11,"79 km W of Salamatof, Alaska",1651633697610,1651698953550,,https://earthquake.usgs.gov/earthquakes/eventpage/av91550326,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91550326&format=geojson,,,,,reviewed,0,0,av,91550326,",av91550326,",",av,",",origin,phase-data,",4.0,,0.08,192.0,ml,earthquake,"M -0.1 - 79 km W of Salamatof, Alaska"
0.8,"23 km NE of Paxson, Alaska",1651633675629,1651635705718,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0225p4gydk,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0225p4gydk&format=geojson,,,,,reviewed,0,10,ak,0225p4gydk,",ak0225p4gydk,",",ak,",",origin,phase-data,",,,0.82,,ml,earthquake,"M 0.8 - 23 km NE of Paxson, Alaska"
0.2,"9 km N of Sutcliffe, Nevada",1651632195392,1651705913835,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00838352,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00838352&format=geojson,,,,,reviewed,0,1,nn,00838352,",nn00838352,",",nn,",",origin,phase-data,",4.0,0.162,0.012,184.96,ml,earthquake,"M 0.2 - 9 km N of Sutcliffe, Nevada"
2.6,"30 km NW of Toyah, Texas",1651632163507,1652415480040,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2022iqyf,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2022iqyf&format=geojson,,,,,reviewed,0,104,tx,2022iqyf,",us7000h6x2,tx2022iqyf,",",us,tx,",",origin,phase-data,",11.0,0.0398819463,0.8,118.0,ml,earthquake,"M 2.6 - 30 km NW of Toyah, Texas"
2.18,"6 km SW of Tallaboa, Puerto Rico",1651632118790,1651632789470,,https://earthquake.usgs.gov/earthquakes/eventpage/pr71347323,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr71347323&format=geojson,,,,,reviewed,0,73,pr,71347323,",pr71347323,",",pr,",",origin,phase-data,",8.0,,0.22,213.0,md,earthquake,"M 2.2 - 6 km SW of Tallaboa, Puerto Rico"
